student_id,name,email,phone_number,gender,age,attendance_rate,study_hours_per_day,past_failures,family_income,scholarship,department,cgpa,project_score,coding_skills,dropout_status
STU_328905,Aarini Goyal,bhatiatamanna@example.net,+918519718578,Female,20,78.0,5.5,0,Medium,No,CS,4.43,85,9,0
STU_806248,Rehaan Kapadia,charan52@example.org,+918238973780,Male,22,81.3,2.9,0,Medium,No,ME,5.6,43,6,0
STU_954883,Nidra Borde,bhavani11@example.com,+919955173153,Male,18,78.3,1.6,0,Low,No,ME,7.74,49,5,0
STU_979181,Udarsh Rajagopal,pallajanya@example.org,+918232890403,Male,18,83.8,8.5,0,Medium,Yes,CS,7.79,30,2,0
STU_345153,Faqid Virk,qcomar@example.org,+919062445841,Female,23,86.3,2.9,0,Low,No,EC,5.37,23,9,0
STU_254624,Gavin Chacko,lswaminathan@example.com,+919144413979,Female,19,92.3,6.4,1,High,No,ME,5.46,84,6,0
STU_320393,Nilima Devi,sunderforum@example.net,+917323908426,Female,23,80.8,2.1,0,High,No,CS,6.71,68,9,0
STU_414303,Watika Datta,faris37@example.org,+916646290550,Female,19,75.4,5.1,0,Medium,Yes,ME,6.19,26,8,0
STU_565098,Viraj Natt,waglerehaan@example.com,+916318664510,Male,23,94.1,8.1,0,Medium,No,CS,8.04,34,4,0
STU_309992,Garima Iyengar,dchakraborty@example.org,+919699584826,Male,18,79.8,1.6,0,Low,No,ME,8.3,91,8,0
STU_255586,Frederick Dhar,psamra@example.com,+916424643501,Male,19,81.8,1.0,0,Medium,No,CS,6.69,63,3,0
STU_601429,Oviya Garg,xiti80@example.net,+916662074428,Female,18,69.6,6.5,0,Low,No,CS,8.98,50,1,0
STU_966430,Yoshita D’Alia,uppalriya@example.net,+918557430703,Female,22,64.9,7.7,0,Low,No,EC,6.6,43,4,0
STU_163087,Rachit Gulati,iraviswanathan@example.org,+918282779716,Female,22,90.8,3.8,0,High,No,ME,6.82,34,1,0
STU_458966,Ekanta Doshi,kashishbajaj@example.net,+919247909283,Male,18,82.7,5.4,1,Low,No,CS,6.99,97,4,0
STU_988065,Ojas Rajan,isubramanian@example.org,+916296191441,Male,23,85.5,7.1,1,Medium,No,CS,7.56,24,5,1
STU_289551,Dakshesh Dutt,tnarain@example.net,+918401697292,Male,23,57.0,3.2,0,Medium,No,CS,4.79,69,7,0
STU_811700,Bhavya Verma,brahmbhattpushti@example.org,+919973846887,Female,19,89.2,2.3,0,High,No,EC,6.76,91,8,0
STU_679208,Wridesh Patla,zachariachasmum@example.com,+919148094838,Male,23,81.4,3.2,0,High,No,ME,8.79,85,5,0
STU_161980,Oni Sabharwal,rthakur@example.org,+917105387257,Female,21,74.8,7.0,0,High,No,EC,6.18,73,9,0
STU_178134,Gavin Sarma,jack30@example.com,+918680532566,Female,22,85.3,5.2,0,Medium,No,CS,8.9,96,8,0
STU_643658,Yutika Narain,bissac@example.net,+916432183375,Male,18,81.0,4.3,0,Medium,No,CS,7.22,79,6,0
STU_563465,Chaaya Dar,yashodakulkarni@example.net,+917714606998,Male,22,92.1,2.1,0,Medium,No,EC,7.17,92,6,0
STU_351660,Gavin Sharaf,narasimhanmeera@example.net,+919462671710,Female,22,94.3,6.1,0,Medium,No,CS,6.38,26,9,0
STU_463760,Lila Choudhury,gmisra@example.org,+919520906974,Female,23,59.3,1.4,1,High,No,EC,6.98,47,3,0
STU_171994,Rehaan Krish,maanas68@example.org,+917933422220,Female,19,98.4,2.1,0,Low,No,ME,7.46,71,2,0
STU_475676,Jatin Atwal,yseshadri@example.com,+919155586981,Male,23,95.7,6.4,0,Low,No,CS,6.6,36,2,0
STU_469316,Qabil Venkatesh,qushimitra@example.com,+917908087365,Male,18,87.0,1.8,0,Low,Yes,ME,6.43,47,7,0
STU_499795,Zarna Mohan,parth10@example.com,+918524854473,Female,20,89.8,5.9,2,Low,No,EC,5.53,86,1,1
STU_397801,Bahadurjit Ramaswamy,bahadurjitwable@example.com,+918214057196,Male,20,84.6,3.0,0,Medium,No,CS,8.49,55,8,0
STU_435155,Yashica Goswami,patlavidhi@example.org,+918891121787,Female,22,96.1,6.2,1,Medium,No,CS,5.81,47,7,0
STU_152049,Yoshita Bail,varugheseishani@example.org,+916493437292,Female,20,83.1,8.0,1,Medium,No,ME,7.08,63,6,0
STU_303690,Anika Kulkarni,tbawa@example.net,+916505428191,Male,18,88.6,3.2,1,High,No,EC,4.27,84,2,1
STU_193023,Oni Kamdar,kamalakala@example.net,+917308413988,Male,19,78.2,7.0,1,High,No,EC,5.37,30,8,0
STU_842133,Wyatt Seth,dbhavsar@example.com,+919976712978,Female,19,88.4,2.4,0,Medium,No,ME,7.33,34,7,0
STU_235971,Ishani Gaba,pantrushil@example.net,+919097268116,Female,21,96.3,2.0,0,Medium,No,EC,5.76,71,1,0
STU_130563,Ishanvi Narayan,tripti14@example.net,+917384172703,Female,23,95.8,0.9,0,Medium,No,EC,6.03,29,1,0
STU_822893,Nicholas Srinivas,vanya94@example.com,+917690233792,Male,20,97.7,3.3,0,Low,No,ME,5.35,51,9,0
STU_239875,Quincy Kant,omya50@example.org,+917260107216,Female,21,73.7,4.0,1,Medium,Yes,EC,6.63,78,3,0
STU_282209,Ikbal Kurian,memontejas@example.org,+916627036102,Female,23,85.6,2.4,0,Medium,No,ME,7.0,44,9,0
STU_263904,Lohit Prakash,michaelsoni@example.com,+918917677055,Female,19,74.5,6.8,0,High,No,CS,5.42,26,2,0
STU_180540,Tristan Edwin,thomas39@example.com,+917707172251,Female,21,85.8,9.6,0,Medium,No,EC,7.87,93,1,0
STU_544212,Darsh Som,kgade@example.org,+918633998043,Male,22,78.9,3.1,1,Medium,No,CS,6.57,98,8,0
STU_498680,Vasana Chakraborty,dvenkataraman@example.org,+919213928832,Male,22,83.3,6.4,1,Medium,No,EC,8.22,54,2,0
STU_188534,Wazir Wali,eshana25@example.com,+919168525657,Male,23,71.2,3.4,1,Medium,No,CS,7.0,57,9,0
STU_578884,Nathan Zachariah,gaurangibutala@example.net,+917852901859,Male,18,71.9,3.4,0,Medium,No,ME,7.02,80,6,0
STU_133092,Eiravati Chada,yatan17@example.net,+917948146718,Female,19,70.4,4.4,0,Low,No,ME,6.29,53,9,0
STU_640437,Arin Mishra,ibawa@example.org,+917392581340,Female,20,88.7,0.8,1,Low,No,EC,5.37,51,1,1
STU_147600,Zansi Thakur,balveer10@example.org,+918541232652,Female,22,89.3,4.3,0,Medium,Yes,ME,9.7,84,2,0
STU_758551,Gauri Kara,edhawan@example.org,+916635628509,Male,23,90.6,5.9,1,High,No,CS,5.48,44,3,0
STU_761612,Om Ranganathan,yutikakade@example.com,+919125427934,Female,18,96.1,2.2,2,Medium,No,ME,6.51,59,2,1
STU_714768,Diya Saran,jaibava@example.org,+918885215895,Male,21,77.3,5.2,0,High,No,ME,4.87,79,9,0
STU_268736,Hritik Jain,reyansh32@example.com,+918240004772,Female,23,74.3,2.1,0,Medium,Yes,CS,6.99,62,6,0
STU_843800,Hritik Kibe,bavatara@example.com,+919057590198,Female,20,96.5,8.8,0,Medium,No,ME,7.54,49,1,0
STU_661951,Ekaraj Dey,gaurangichada@example.com,+916820608186,Female,20,85.4,0.1,0,Medium,No,EC,8.71,30,8,0
STU_897441,Yuvraj Suri,adweta55@example.net,+919618811516,Female,21,73.9,3.9,0,Medium,No,ME,7.56,47,4,0
STU_542494,Gunbir Srinivas,vincentpal@example.com,+917441953699,Female,18,91.3,6.9,1,Medium,No,CS,5.27,67,1,1
STU_424087,Udant Nanda,vigeesha@example.org,+918419810042,Male,19,89.4,4.9,0,Low,No,CS,6.62,65,8,0
STU_709286,Darsh Dutta,bhattivyanjana@example.com,+917362521130,Male,20,72.5,3.9,0,High,Yes,EC,4.52,91,9,0
STU_926069,Vasatika Ram,nathchatura@example.net,+918353737285,Female,23,84.6,3.2,0,Medium,No,EC,6.42,48,6,0
STU_653788,Ekiya Kakar,sahotaomaja@example.net,+917487036924,Male,19,75.8,1.9,0,Medium,No,CS,7.41,40,3,0
STU_884923,Bhavani Tara,samuel28@example.net,+919628067811,Female,18,93.0,2.5,0,Low,No,CS,6.49,84,4,0
STU_257213,Aarnav Taneja,wahabchada@example.net,+919793156238,Male,18,86.9,7.0,0,High,No,EC,6.69,40,4,0
STU_526805,Ekalinga Doctor,duttachaitanya@example.org,+918684194247,Female,22,93.0,2.9,0,High,No,EC,6.24,61,7,0
STU_207940,Sachi Karan,nbala@example.com,+917130173688,Female,21,52.1,4.5,0,High,No,EC,6.99,91,4,0
STU_431588,Raghav Natarajan,krishdamyanti@example.org,+918034354273,Female,20,87.3,4.8,0,Low,No,EC,4.03,24,9,0
STU_860443,Avi Ram,samar67@example.org,+917101289546,Female,22,79.2,3.1,0,Medium,Yes,EC,5.97,94,8,0
STU_982477,Raagini Sura,lsethi@example.net,+916406041752,Male,23,94.2,5.7,0,Low,No,ME,5.73,60,6,0
STU_311559,Eshana Nagarajan,hjhaveri@example.com,+917089414386,Male,21,77.2,2.6,0,Medium,Yes,CS,7.2,36,9,0
STU_681149,Warhi Som,mugdha22@example.com,+918234028162,Male,19,87.7,3.6,0,Low,No,ME,6.35,94,5,0
STU_543183,Chatresh Madan,omane@example.org,+918794653688,Female,18,83.5,3.7,0,High,No,CS,5.13,94,7,0
STU_555323,Sai Subramaniam,kashish36@example.org,+917402821085,Male,21,94.0,3.9,1,Medium,No,ME,4.54,51,1,1
STU_482372,Naveen Raja,leelaroy@example.com,+918238579787,Male,20,88.0,4.4,0,Medium,Yes,ME,6.93,75,9,0
STU_356485,Dalaja Balasubramanian,sidhuodika@example.com,+918048140109,Male,18,92.0,3.2,0,Medium,No,ME,8.73,74,3,0
STU_831178,Sneha Kapoor,raghavanranbir@example.net,+917513737827,Female,23,62.5,1.3,0,Low,No,EC,6.46,31,4,0
STU_303279,Teerth Narula,chasmumsangha@example.org,+918599697230,Male,22,86.3,6.0,0,Low,No,EC,6.09,97,3,0
STU_422351,Wakeeta Mutti,ishwar15@example.com,+919390279830,Female,21,92.0,3.6,1,Medium,Yes,ME,6.66,39,6,0
STU_328406,Urmi Bobal,hemangini97@example.net,+919830114650,Female,22,94.6,3.4,0,Medium,Yes,CS,7.41,79,9,0
STU_298560,Simon Prasad,ravichavvi@example.org,+919058602425,Male,20,65.3,3.9,0,High,No,ME,7.57,96,7,0
STU_679443,Ekbal Pradhan,maxhegde@example.net,+917302770054,Male,21,86.6,3.8,0,Medium,Yes,EC,6.07,23,3,0
STU_777383,Fiyaz Raghavan,okibe@example.net,+918483421282,Female,19,91.3,2.8,1,Medium,No,EC,8.05,79,8,0
STU_159111,Qabil Kuruvilla,cpalla@example.org,+919273403435,Male,21,92.1,4.4,0,Low,No,EC,8.16,90,7,0
STU_926306,Janya Dhar,nmody@example.org,+916340285153,Male,21,65.9,2.2,0,High,No,EC,5.9,66,1,0
STU_685516,Girindra Kashyap,ddalia@example.net,+919806811136,Male,23,80.4,6.2,0,Medium,No,EC,6.97,49,4,0
STU_728812,Sanaya Murthy,hemadar@example.org,+917732013122,Male,21,95.1,2.3,0,Low,No,ME,7.31,31,4,0
STU_303826,Fitan Chakrabarti,veer59@example.org,+917842363585,Female,21,86.5,4.8,0,High,No,EC,5.36,22,8,0
STU_627943,Oni Datta,bathmanya@example.com,+917477490586,Female,18,80.3,4.2,0,High,No,EC,8.57,23,4,0
STU_862094,Jacob Karnik,aggarwalnilima@example.org,+919792950841,Female,19,93.8,2.0,0,High,No,ME,6.34,73,3,0
STU_734526,Zehaan Munshi,nvenkatesh@example.org,+918086377266,Male,18,87.5,1.6,0,Medium,No,CS,7.08,40,9,0
STU_198792,Dakshesh Handa,vgole@example.org,+916904950930,Male,19,81.4,4.7,0,Low,No,CS,5.48,26,6,0
STU_835218,Rachit Nori,ivarma@example.net,+919487749459,Male,19,85.0,6.8,0,Medium,No,ME,4.0,36,2,0
STU_697531,Chandran Mitra,nbakshi@example.com,+919382007692,Male,18,74.4,10.7,1,Medium,No,ME,9.54,54,6,0
STU_263494,Praneel Suri,dadavictor@example.com,+918426876116,Female,18,71.1,4.3,0,Medium,No,CS,6.59,69,1,0
STU_488489,Hemangini Muni,gautamdua@example.com,+916726671614,Female,21,91.0,4.2,0,High,No,ME,8.09,47,9,0
STU_339604,Kala Palla,mohanabha@example.net,+917277263999,Female,21,74.3,5.5,0,Medium,No,ME,7.16,30,4,0
STU_781700,Girish Wagle,bandra@example.net,+918024074987,Female,23,70.0,3.5,0,High,No,EC,7.28,21,5,0
STU_555584,Indira Prashad,misrafariq@example.org,+917197022564,Male,22,89.3,5.7,0,Medium,No,ME,7.2,99,9,0
STU_555777,Baljiwan Dua,hegdeowen@example.com,+916454615953,Female,19,85.7,4.5,0,Medium,No,ME,6.93,95,2,0
STU_621457,Ladli Saraf,ryanbaria@example.org,+919762878981,Male,18,62.2,5.8,0,Medium,No,ME,5.24,50,4,0
STU_964972,Zaitra Barad,abhimanyu41@example.com,+919510022528,Male,22,87.2,7.9,0,Medium,No,CS,4.0,95,8,0
STU_159291,Chaman Warrior,dasqushi@example.org,+916382791622,Female,21,83.8,2.1,0,Medium,No,ME,7.26,34,2,0
STU_344816,Isaiah Uppal,mbora@example.org,+917030958715,Male,20,84.1,1.5,0,High,No,ME,6.47,47,3,0
STU_813885,Kai Varkey,bchopra@example.net,+919120994379,Male,23,67.5,8.2,0,Medium,No,CS,5.84,36,1,1
STU_563137,Rajata Chauhan,ishaanhayer@example.org,+918185596835,Female,20,75.4,7.2,0,Medium,No,ME,4.88,73,4,0
STU_410268,Thomas Arya,qbora@example.com,+919180052335,Male,22,93.5,5.8,0,High,No,ME,5.27,81,4,0
STU_513276,Lipika Prasad,anirudh79@example.net,+917624582837,Female,23,80.6,5.9,0,Medium,No,CS,6.54,33,6,0
STU_274488,Mahika Thaman,lyohannan@example.org,+916679318022,Male,19,85.1,3.9,0,Medium,No,ME,7.2,28,3,0
STU_383132,Ekani Sahota,abhimanyu65@example.com,+918324291004,Male,18,90.0,3.3,0,Medium,No,EC,8.19,58,9,0
STU_728044,Logan Rastogi,xrajagopal@example.org,+919850441000,Male,20,73.8,10.4,0,Medium,No,EC,4.93,98,1,0
STU_269615,Yoshita Nayak,leena73@example.net,+918798965413,Male,19,92.9,6.2,0,Low,No,CS,6.49,60,7,0
STU_465161,Avni Dutta,darayamini@example.net,+917951141335,Female,20,72.9,2.6,0,Low,Yes,ME,5.2,65,2,0
STU_813738,Ekanta Chaudhari,paiimaran@example.com,+918035463586,Male,23,87.6,7.8,0,High,No,ME,7.14,54,5,0
STU_680420,Isaiah Chakrabarti,borrasamesh@example.com,+919353321843,Male,20,91.6,5.3,1,Low,No,CS,8.2,93,1,1
STU_608468,Nilima Sundaram,pratyushsridhar@example.com,+919862265841,Female,22,80.8,7.2,0,Medium,No,ME,6.36,77,8,0
STU_905659,Jalsa Sule,loyalarjun@example.org,+916493829685,Male,22,85.8,2.6,0,Medium,Yes,CS,8.06,97,7,0
STU_594521,Noah Bose,jacobdara@example.net,+917159389633,Female,19,92.4,7.0,0,Medium,No,EC,6.91,45,8,0
STU_185405,Indira Nadig,charvi04@example.com,+917215455315,Female,21,89.2,2.8,0,High,Yes,CS,8.32,76,5,0
STU_777108,Maya Chadha,christopherdeo@example.com,+916952338936,Female,19,94.8,2.9,1,Medium,No,CS,7.24,28,6,0
STU_360613,Oeshi Ramaswamy,mason15@example.org,+917726210401,Female,18,40.6,2.0,0,Medium,No,ME,6.39,57,3,0
STU_948180,Vedika Halder,edwinbhavani@example.org,+919255221408,Female,20,85.7,0.9,0,Medium,No,ME,8.2,85,8,0
STU_684895,Turvi Anne,mishraishwar@example.net,+918827057378,Male,20,93.8,6.4,1,Medium,No,CS,8.13,60,8,0
STU_694755,Aradhana Sani,akshaypurohit@example.net,+918674242139,Male,19,81.1,3.3,0,Medium,No,CS,6.16,88,5,0
STU_358341,Ishita Kannan,chadayamini@example.com,+919194369010,Female,23,75.9,10.5,0,Medium,Yes,CS,8.56,40,8,0
STU_108349,Forum Bhatt,khannamaya@example.net,+917905240796,Male,19,76.6,0.7,0,High,No,EC,7.32,53,6,0
STU_347361,Chameli Nadig,maanav46@example.com,+918126808000,Female,22,78.3,2.6,0,Medium,No,EC,7.54,86,6,0
STU_423361,Omya Rama,fkalla@example.net,+917737465523,Male,21,84.8,4.5,0,Medium,No,EC,6.8,93,8,0
STU_801025,Gabriel Sastry,teerth41@example.com,+916136862757,Male,23,64.8,2.9,0,High,No,EC,6.83,72,5,0
STU_258334,Mahika Karnik,binadeshmukh@example.org,+917999998438,Male,21,92.9,1.8,0,Medium,No,ME,7.51,75,7,0
STU_954974,Laban Nagy,raagini64@example.net,+916429729896,Female,22,98.0,8.7,0,Medium,No,EC,6.26,72,5,0
STU_291644,Faras Chahal,mandimaran@example.org,+916266690073,Male,20,91.4,0.7,0,Medium,No,EC,8.31,56,9,0
STU_698577,Siddharth Chowdhury,ahluwaliakalpit@example.com,+917678334363,Male,21,91.4,2.3,0,Low,No,EC,6.29,98,2,0
STU_740090,Dakshesh Bhatt,thomas58@example.net,+918978977525,Male,19,89.9,3.5,0,High,No,CS,7.94,34,4,0
STU_659530,Ekalinga Bhardwaj,kvora@example.com,+919250192443,Female,20,85.1,1.8,1,Medium,No,EC,4.73,53,5,1
STU_554235,Prisha Vohra,gautammallick@example.org,+918834776432,Female,22,81.8,1.7,1,Medium,No,ME,7.67,23,2,0
STU_407905,Chanchal Patil,sarrafekavir@example.org,+916466019974,Male,22,77.9,0.9,2,Medium,No,ME,6.11,33,3,1
STU_265631,Rushil Devan,tanejashravya@example.org,+919673148222,Female,19,92.4,7.6,0,Medium,No,CS,7.11,61,2,0
STU_876751,Praneel Lala,januja30@example.net,+917158592926,Female,18,75.6,4.3,1,Medium,No,CS,4.84,31,9,0
STU_379514,Abdul Chopra,siyer@example.org,+918860044706,Female,23,95.6,4.3,0,Medium,No,ME,4.18,64,7,0
STU_351004,Gautami Raju,nitara15@example.com,+917362851407,Female,20,76.0,4.8,0,Medium,No,EC,6.66,98,1,0
STU_454103,Mohini Mann,basuchaman@example.org,+916589014956,Male,22,77.0,5.0,0,High,No,CS,6.67,82,2,0
STU_356749,Champak Madan,nmohan@example.net,+916936873810,Male,23,86.2,1.4,0,Medium,No,CS,6.85,80,3,0
STU_417445,Caleb Dubey,ladli55@example.com,+918412627200,Male,22,90.8,7.5,0,Medium,No,EC,6.33,88,2,0
STU_854923,Qasim Gade,bailvarsha@example.org,+917164065017,Female,20,88.6,4.1,0,Medium,No,ME,5.6,92,9,0
STU_900346,David Shankar,patilkala@example.com,+919265229452,Male,18,82.6,3.2,0,High,No,CS,8.72,79,1,0
STU_327879,Atharv Chopra,iyengaryuvraj@example.net,+916683672598,Female,21,84.5,11.9,1,High,No,ME,6.94,73,9,0
STU_361758,Daksha Gandhi,zreddy@example.org,+916660142813,Female,21,83.1,2.5,0,Medium,No,CS,7.95,84,9,0
STU_330092,Kevin Bali,fmody@example.org,+919164875891,Female,22,67.0,1.0,0,Medium,Yes,CS,6.36,35,9,0
STU_438349,Om Rana,regeria@example.net,+919253042805,Male,19,95.5,3.3,1,Low,Yes,ME,7.88,55,8,0
STU_926065,Peter Pandey,luketak@example.org,+918590443285,Male,23,88.5,3.4,0,Medium,No,ME,5.22,63,4,0
STU_424352,Abeer Kar,aryashravya@example.net,+918214817651,Female,20,90.9,6.5,0,Medium,No,ME,7.52,49,3,0
STU_514986,Anthony Boase,vermaridhi@example.com,+917364119375,Male,18,64.1,5.0,0,High,No,EC,5.05,81,8,0
STU_461096,Onveer Doctor,harshganesh@example.org,+918398447553,Male,19,78.9,0.8,1,Medium,No,CS,7.98,37,2,1
STU_283752,Yashica Narasimhan,vsarma@example.com,+916564853634,Male,20,85.3,3.2,0,High,No,CS,6.09,56,7,0
STU_616482,Lajita Peri,gourlakshit@example.net,+917639047074,Male,21,93.5,1.8,2,High,No,CS,6.97,80,1,1
STU_999297,Bakhshi Rana,sibalishanvi@example.org,+919814858196,Male,23,88.0,7.3,0,High,Yes,EC,6.35,55,4,0
STU_354147,Damini Tank,davekaran@example.org,+918847369053,Male,22,86.1,7.6,0,Low,No,ME,6.07,89,7,0
STU_196015,Garima Chana,edhithamittal@example.net,+916348366998,Male,21,96.1,5.8,1,Medium,Yes,EC,7.17,98,8,0
STU_211068,Balhaar Basu,wedwin@example.net,+918606733473,Female,23,59.3,2.9,1,Low,Yes,CS,6.84,38,7,0
STU_264036,Fiyaz Deshpande,bhaktatanveer@example.org,+917385366015,Female,20,77.3,8.5,0,Medium,No,ME,6.49,77,7,0
STU_262060,Harinakshi Chaudhary,chavviparmar@example.com,+917477645092,Female,18,77.6,9.7,0,High,No,CS,5.92,37,4,0
STU_630173,Jatin Vaidya,harita33@example.com,+918804084213,Male,18,75.6,5.3,0,Medium,No,CS,7.76,60,3,0
STU_844625,Nidhi Seshadri,saramunshi@example.org,+919138651579,Male,23,59.8,1.3,0,Medium,No,CS,4.41,31,1,1
STU_100387,Girish Pall,anamika62@example.com,+916927596195,Female,21,69.4,5.9,0,Medium,No,EC,8.35,82,8,0
STU_267158,Jairaj Das,ayush39@example.com,+918819472869,Female,19,84.6,3.4,2,Low,No,EC,6.85,55,9,0
STU_164403,Tarak Bhakta,dipta77@example.net,+917712385331,Male,18,88.4,7.3,1,Medium,No,CS,5.12,33,7,0
STU_591517,Manthan Gole,reyansh10@example.org,+919014022722,Female,19,91.7,1.1,0,Medium,No,ME,8.15,79,8,0
STU_694366,Jyoti Walla,aishanisehgal@example.net,+918331378507,Male,21,54.2,6.5,0,Medium,No,ME,6.09,70,1,1
STU_871968,Krisha Merchant,balendraloyal@example.org,+916917024936,Male,18,63.3,5.2,0,Medium,No,EC,6.92,22,8,0
STU_723059,Tanveer Chaudry,siddharthlanka@example.org,+916987239056,Male,23,53.0,3.1,0,High,No,CS,6.18,43,4,0
STU_560089,Irya Dasgupta,manthan58@example.org,+918002370023,Female,23,90.0,8.4,0,Medium,No,ME,8.22,35,6,0
STU_929954,Hitesh Batta,triyachowdhury@example.org,+917366876156,Male,22,73.1,3.7,0,High,No,EC,4.24,75,8,0
STU_690468,David Behl,prakashcharan@example.com,+916226638048,Male,22,66.8,3.9,0,Medium,No,ME,7.65,27,8,0
STU_808133,Gaurika Nanda,pranit65@example.net,+919337080442,Female,20,74.3,8.4,0,High,No,CS,7.59,67,7,0
STU_562869,Manthan Dar,saksham02@example.net,+919728096441,Male,23,87.4,11.3,0,High,Yes,EC,6.89,87,3,0
STU_935852,Chameli Mann,oviya34@example.com,+918369384629,Male,21,75.8,5.1,0,High,No,CS,6.08,99,2,0
STU_619006,Noah Sagar,misrawarda@example.com,+919140089085,Male,19,75.8,4.5,0,Low,No,CS,7.23,94,1,0
STU_440950,Suhani Sekhon,ulal@example.net,+917040421588,Female,20,98.4,1.9,1,High,No,EC,4.91,90,2,1
STU_994394,Eiravati Chandra,kaurom@example.com,+916141282646,Male,19,93.3,5.8,0,High,No,EC,6.02,65,6,0
STU_524935,Yuvraj Tailor,hayeraryan@example.com,+919206661645,Female,19,75.2,4.6,0,High,No,CS,6.54,62,6,0
STU_573944,Rayaan Venkataraman,robert20@example.com,+916653679129,Female,22,90.9,1.6,2,Medium,No,ME,5.58,48,5,1
STU_650730,Vyanjana Bahl,hemal47@example.org,+919581931163,Male,23,80.6,2.8,1,Low,No,EC,7.58,94,4,0
STU_688537,Aayush Nagy,upadhritimani@example.com,+918970898854,Male,22,59.8,2.6,0,Medium,No,EC,6.16,26,6,0
STU_534375,Ikbal Khosla,balhaar83@example.com,+918371780895,Female,20,86.2,6.5,0,High,No,CS,4.25,68,5,0
STU_539047,Unnati Ramaswamy,jrattan@example.org,+917993255272,Female,18,76.4,6.1,1,Low,No,ME,8.08,30,6,0
STU_647876,Bachittar Mall,qpalla@example.com,+918701308236,Male,19,80.3,4.2,0,High,No,EC,7.98,29,4,0
STU_220376,Pahal Wable,thomastaneja@example.org,+916322788910,Male,22,76.5,5.0,1,Medium,No,EC,7.78,25,3,1
STU_289665,Girish Dara,jasonupadhyay@example.net,+918501237151,Female,18,66.2,7.2,0,Medium,No,EC,7.89,67,3,0
STU_472353,Mohini Narula,poojabir@example.org,+919200956076,Male,23,77.7,2.5,0,Medium,No,ME,6.9,83,8,0
STU_330585,Nirja Prasad,forum84@example.org,+918336617171,Female,20,91.1,2.3,0,Medium,No,ME,5.68,49,1,0
STU_607033,Anvi Guha,aashikala@example.net,+917241559520,Male,22,73.8,7.9,0,Medium,No,CS,7.41,79,2,0
STU_605867,Kamya Bawa,chandrasimon@example.net,+918949444258,Female,19,80.7,4.6,0,Low,No,ME,5.04,88,9,0
STU_929900,Oviya Majumdar,rastogihemal@example.net,+919656606444,Male,21,91.6,3.2,0,Low,No,CS,6.21,34,6,0
STU_122514,Tanvi Khanna,bhavika25@example.net,+916937628364,Male,19,86.5,2.7,0,Medium,No,CS,7.01,58,7,0
STU_622190,Tarak Rao,harinichawla@example.com,+917684282710,Male,23,93.6,6.0,0,Medium,Yes,ME,6.17,82,4,0
STU_837395,Madhavi Parikh,anvi83@example.net,+916010343491,Female,23,94.2,3.5,0,Medium,No,ME,5.69,22,6,0
STU_919880,Chanakya Ramanathan,zvala@example.net,+916588180861,Female,19,92.9,1.9,0,High,No,CS,6.6,54,5,0
STU_195591,Ansh Sule,surchaaya@example.com,+919723075827,Female,19,85.8,5.6,0,Medium,No,CS,5.91,79,6,0
STU_966971,Vrinda Raj,mmittal@example.net,+916379084200,Female,18,98.5,2.1,0,Low,No,CS,6.73,26,2,0
STU_684952,Ranbir Goel,ekalingarajagopal@example.net,+916997930980,Female,23,84.9,6.4,0,Low,No,CS,6.23,92,8,0
STU_260073,Samuel Rana,anirudhkanda@example.net,+918927938461,Male,20,83.9,8.5,0,Medium,Yes,CS,7.01,44,3,0
STU_567227,Bhanumati Krishnan,raobhavya@example.org,+919885212579,Male,22,97.9,3.5,0,Low,No,CS,7.51,69,9,0
STU_144079,Upma Kapadia,nakulthaman@example.org,+919763064507,Female,20,95.2,3.5,0,High,No,EC,4.99,46,9,0
STU_741889,Urmi Oza,aradhanakalita@example.net,+917911163749,Male,20,69.5,4.0,0,Low,No,EC,6.71,69,5,0
STU_675699,Balendra Gade,cwason@example.com,+917047798998,Female,23,72.6,5.4,0,High,No,CS,7.83,55,7,0
STU_629214,Indira Muni,ronith49@example.com,+916960820927,Female,18,92.5,4.5,0,Medium,No,EC,6.26,94,8,0
STU_419272,Simon Bali,divanviraj@example.net,+918130525231,Male,19,81.7,4.8,0,Low,No,CS,7.04,99,5,0
STU_959495,Devansh Prabhu,vasatikanarayan@example.net,+919451522298,Male,22,98.3,2.9,0,Medium,No,CS,5.33,75,7,0
STU_934508,Omkaar Raghavan,aarnavsuresh@example.com,+916209871731,Male,18,94.6,3.9,1,Low,Yes,EC,7.33,84,4,0
STU_729810,Warinder Mistry,omkaarkapoor@example.com,+916496577414,Female,18,87.4,3.5,0,High,No,ME,7.83,30,9,0
STU_757811,Yochana Dhawan,hemang61@example.com,+918450697640,Male,23,66.1,1.0,0,Medium,No,ME,8.69,36,8,0
STU_288104,Jackson Chada,dalalanya@example.com,+918919951150,Male,18,98.5,1.7,2,Medium,No,ME,6.06,51,5,0
STU_680718,Girish Patla,quincyparekh@example.net,+918036106728,Female,23,91.0,2.7,0,Medium,No,EC,9.79,69,8,0
STU_502509,Laksh Chatterjee,desaivictor@example.net,+916970479418,Male,18,92.5,2.3,0,Medium,No,EC,9.57,39,6,0
STU_308877,Imaran Kala,farasraj@example.org,+916803299620,Male,23,91.9,1.4,0,Medium,No,CS,9.14,85,2,0
STU_622643,Christopher Luthra,lrama@example.com,+917964214018,Male,23,75.2,2.0,0,High,No,CS,5.87,62,2,0
