student_id,name,email,phone_number,gender,age,attendance_rate,study_hours_per_day,past_failures,family_income,scholarship,class_level,cgpa,homework_rate,parent_meetings,dropout_status
STU_359135,Jagdish Parsa,ychowdhury@example.org,+918862239739,Female,18,97.1,3.5,1,Medium,No,12th,8.06,20,1,1
STU_433073,Frederick Rajagopalan,mannannilima@example.org,+918881295897,Male,20,90.2,5.2,0,Medium,No,12th,6.55,21,1,1
STU_876993,Madhavi Bumb,harish41@example.org,+916532129980,Female,19,72.4,4.3,0,High,No,12th,7.37,90,3,0
STU_976509,Pavani Lal,rajagopalishita@example.net,+916766954162,Male,21,91.9,6.9,1,Medium,No,10th,4.38,77,3,0
STU_648725,Dominic Raman,iranarang@example.org,+916332668866,Male,22,94.8,1.6,1,Medium,No,10th,7.84,38,1,1
STU_495279,Peter Madan,anya08@example.net,+916828398049,Male,19,88.3,3.0,0,Medium,No,10th,6.47,32,4,0
STU_495776,Mason Kale,hemang98@example.org,+919891804763,Male,20,69.3,2.2,0,High,No,12th,4.68,26,4,0
STU_730537,Jeremiah Sankaran,gaurika31@example.net,+916993045369,Female,19,96.7,4.5,0,Low,No,12th,9.14,33,0,0
STU_187971,Sai Narain,ldixit@example.net,+919713598652,Female,22,88.5,7.0,1,Medium,Yes,10th,8.19,82,1,0
STU_512471,Chasmum Chaudhari,sekhonbhavani@example.org,+916316986185,Male,18,88.2,2.7,0,High,No,10th,8.36,62,3,1
STU_684076,Turvi Bhattacharyya,turvi09@example.org,+916945090925,Male,23,58.1,3.3,0,High,No,12th,8.03,80,4,0
STU_895746,Zashil Master,chaudharitanay@example.org,+918746450000,Male,22,76.1,5.8,0,Medium,Yes,10th,7.96,50,3,1
STU_197716,Chavvi Sehgal,meghanaarya@example.com,+916970904277,Male,18,77.7,1.8,0,High,Yes,10th,7.51,28,2,0
STU_245573,Ganga Som,panchalishaan@example.com,+916379593140,Female,20,81.1,3.5,0,Medium,No,12th,7.23,55,2,0
STU_399725,Radha D’Alia,ssachdeva@example.net,+919417907360,Male,19,63.5,6.3,0,Medium,No,12th,7.16,47,2,1
STU_817306,Laksh Bora,nitarapalla@example.org,+918100514474,Female,23,67.9,3.6,0,High,No,10th,10.0,75,3,0
STU_207530,Darpan Sankaran,wasonhemani@example.net,+918683319412,Female,20,84.5,1.8,1,Medium,No,10th,8.75,48,3,1
STU_291371,Reva Dugar,tuppal@example.org,+917214917310,Female,18,92.0,4.4,1,Medium,No,12th,9.55,65,3,0
STU_933461,Gabriel Jhaveri,damyantiramaswamy@example.com,+919134866600,Female,23,82.9,8.1,0,Medium,No,10th,7.38,66,4,0
STU_327844,Bhanumati Gera,xalakbumb@example.org,+919043188781,Female,19,82.0,4.1,0,Medium,No,12th,6.77,21,4,1
STU_797214,Hemal Balakrishnan,idika33@example.com,+916475008213,Male,19,88.2,7.1,0,Medium,No,12th,10.0,39,4,1
STU_704718,Yashoda Ramesh,rushil60@example.com,+918796294370,Female,23,72.0,6.1,0,High,No,10th,8.29,61,2,0
STU_726262,Keya Rout,zhegde@example.org,+916164434373,Male,19,83.4,4.2,0,Medium,No,12th,7.14,63,3,0
STU_400627,Rohan Kamdar,wahabbadami@example.org,+916308183878,Female,21,70.9,3.7,1,High,No,12th,7.54,45,1,1
STU_139565,Chandani Shroff,vrinda41@example.net,+918240055781,Male,21,98.7,2.9,2,High,No,10th,10.0,67,1,1
STU_738917,Teerth Raman,qzacharia@example.net,+918362213820,Male,22,95.6,0.8,0,Low,No,10th,5.68,63,2,0
STU_939359,Anusha Nagar,ryan04@example.net,+916172792140,Male,20,97.5,4.5,2,Medium,No,10th,6.49,23,1,1
STU_638994,Abhiram Ahluwalia,shauryamerchant@example.net,+917142140893,Male,21,98.0,1.9,0,Medium,No,10th,8.62,75,3,0
STU_739999,Pratyush Dalal,wahab91@example.org,+919137893974,Female,20,79.8,2.7,0,Low,No,12th,7.03,21,2,1
STU_539110,Arunima Kulkarni,vermaanita@example.com,+916487683813,Male,20,67.6,2.4,0,Medium,No,12th,9.35,98,0,0
STU_449654,Niharika Lata,dbava@example.org,+916420823709,Female,18,97.9,3.6,0,High,Yes,12th,8.79,59,3,0
STU_252766,Lavanya Kar,etawarrior@example.net,+918479414394,Male,23,77.0,4.7,0,High,No,10th,7.15,64,3,0
STU_346556,Liam Vig,ekaja44@example.net,+917496164967,Female,18,83.8,3.2,0,Medium,No,12th,6.39,27,2,1
STU_204867,Tanish Varma,tdutt@example.com,+916307482793,Female,23,83.5,3.6,0,High,No,10th,7.77,42,2,0
STU_824530,Qadim Chaudry,naveennigam@example.net,+919846758395,Female,23,87.6,3.6,3,Medium,No,10th,8.34,47,3,1
STU_587197,Benjamin Bobal,david93@example.com,+918899713628,Female,18,80.2,5.6,0,Low,Yes,12th,4.94,41,3,0
STU_871465,Timothy Rao,shatripti@example.net,+916442819447,Female,19,85.2,1.8,0,Medium,No,12th,8.75,99,1,1
STU_335315,Umang Natarajan,advika31@example.net,+916446984292,Female,21,65.7,4.5,0,Medium,No,10th,7.29,79,1,1
STU_709338,Raagini Solanki,zaid75@example.com,+918770689145,Female,19,58.0,2.5,0,Medium,No,12th,7.37,64,1,0
STU_637470,Ekaraj Boase,tanishrana@example.org,+916431153562,Male,20,90.0,9.4,0,Medium,No,12th,8.02,82,1,0
STU_980157,Vanya Kapoor,obail@example.org,+916750837207,Male,18,96.4,3.4,1,Medium,No,12th,6.64,39,4,0
STU_350360,Oviya Kara,zaid47@example.org,+916591630171,Female,22,74.4,0.1,0,High,No,12th,8.75,55,3,0
STU_419052,Yochana Shroff,idikatiwari@example.com,+916728493455,Female,18,77.6,7.6,0,Medium,No,10th,7.3,47,2,1
STU_512814,Sanaya Sastry,doctorguneet@example.net,+916955032270,Male,23,84.5,3.3,0,High,No,12th,7.82,58,1,0
STU_526304,Yashawini Varma,guharadha@example.org,+917455333528,Female,20,93.1,8.8,0,Low,No,10th,6.56,89,3,0
STU_850895,Dayamai Kanda,dixitchakrika@example.net,+916016015746,Female,19,89.2,7.2,1,Low,No,10th,7.37,58,2,1
STU_872415,Ladli Kothari,nnazareth@example.com,+919812137557,Male,18,82.1,1.0,0,Medium,No,12th,6.4,88,0,1
STU_942860,Chavvi Dada,rohanyadav@example.net,+919618984005,Male,18,82.2,7.2,0,Medium,Yes,10th,7.09,66,1,1
STU_942535,Qarin Batta,tanmayi50@example.org,+919481571935,Female,23,96.2,3.2,1,High,No,12th,6.97,85,0,0
STU_123807,Chavvi Goel,sundersudiksha@example.net,+916685429662,Male,20,89.9,2.7,0,Medium,No,12th,7.76,91,2,0
STU_724321,Jairaj Roy,chaudhryrehaan@example.net,+917052532677,Female,21,84.7,1.2,0,Medium,No,10th,5.68,51,1,0
STU_843173,Bhavna Seth,lekha93@example.net,+918670664763,Male,22,91.2,4.0,1,Medium,No,12th,5.15,87,4,1
STU_290101,Siddharth Ganguly,lalladhruv@example.net,+916747044111,Male,19,94.7,3.8,1,Low,No,10th,9.83,93,1,0
STU_388560,Qadim Rai,nravel@example.com,+918185169110,Male,21,73.2,1.8,0,Medium,No,10th,9.32,84,4,0
STU_648090,Vrinda Kalla,onveer71@example.com,+916951773007,Male,19,88.1,3.8,0,Medium,No,12th,7.94,91,4,0
STU_693617,Jairaj Iyer,pverma@example.org,+917754710022,Male,22,88.0,4.4,1,Low,No,12th,4.15,29,1,0
STU_851347,Owen Vohra,azadbassi@example.net,+917318386154,Male,22,81.0,4.4,0,Medium,No,12th,7.98,56,0,1
STU_797500,Krishna Lanka,maanavmangal@example.com,+918993567771,Female,23,89.6,1.9,0,Medium,Yes,12th,7.05,55,0,0
STU_537371,Urvashi Hans,pallavi25@example.org,+916801591231,Female,22,94.6,3.7,0,Medium,No,12th,5.94,57,4,0
STU_828302,Jasmit Sha,orinderprakash@example.org,+919840246427,Male,21,83.0,4.6,0,High,No,12th,7.97,35,3,0
STU_378422,Aahana Nadkarni,varenyatella@example.net,+916360047514,Male,23,91.2,9.3,0,Medium,No,12th,9.14,60,0,0
STU_178879,Inaya Narayan,lohitmukherjee@example.com,+919638443143,Female,18,40.3,3.5,0,High,No,10th,8.5,20,0,1
STU_554355,Leena Dora,owali@example.net,+918676106767,Male,22,90.1,4.7,1,Medium,No,12th,8.19,21,4,1
STU_395258,Nachiket Bhasin,vdass@example.net,+916441581567,Female,21,83.1,3.2,1,Low,No,12th,8.31,79,4,0
STU_594428,Tara Bhagat,jagvicherian@example.com,+918265146037,Male,19,72.7,3.0,1,High,No,10th,6.52,85,2,1
STU_205166,Eta Balay,wzachariah@example.net,+918108906719,Male,20,66.5,3.0,0,Medium,No,10th,8.69,61,2,0
STU_854471,Chakradev Pandya,qsinha@example.net,+918479802438,Male,22,78.5,0.8,0,Medium,No,12th,5.81,57,4,0
STU_184926,Yashoda Ramaswamy,pandeyaradhana@example.net,+919301763760,Female,19,54.6,1.9,0,Medium,No,12th,8.05,92,3,0
STU_383755,Pahal Thaman,lsaran@example.org,+918896166315,Male,22,86.7,4.2,1,Medium,Yes,12th,6.68,58,4,1
STU_236006,Anthony Iyer,randhawamitesh@example.net,+919340124097,Male,22,67.8,3.8,0,Medium,No,10th,7.21,47,4,1
STU_250166,Ekaja Wable,yashasvisheth@example.net,+917405876568,Male,23,77.1,6.5,0,Low,No,10th,6.33,29,3,0
STU_713627,Rohan Tank,wagarwal@example.org,+918542365847,Female,22,84.0,6.4,0,Medium,No,10th,6.87,47,2,1
STU_169752,Nicholas Raman,ibhatnagar@example.com,+917667222135,Female,22,90.8,3.2,0,Low,No,10th,7.2,74,0,0
STU_738034,Viraj Desai,htak@example.com,+916448977465,Female,21,89.6,9.3,1,Medium,No,10th,9.57,64,3,0
STU_848837,Isaiah Boase,vloyal@example.com,+919407914937,Male,21,54.8,9.3,0,High,No,12th,5.61,95,1,1
STU_308667,Vidhi Bera,zbuch@example.net,+917425456081,Female,23,77.2,3.1,0,Medium,No,12th,6.88,46,1,1
STU_382244,Isaiah Menon,vbhargava@example.com,+918436142382,Female,19,94.9,7.7,2,Medium,No,12th,5.9,23,3,1
STU_341996,Jai Nath,neelimasrinivasan@example.net,+919756733684,Male,18,83.0,3.1,0,Medium,No,10th,8.38,41,4,1
STU_168758,Leela Gola,srinivasanayushman@example.org,+917796161006,Male,21,78.2,5.7,0,High,No,10th,8.81,92,4,1
STU_434102,Anita Barad,vyanjana50@example.org,+918697933614,Female,18,90.8,8.5,0,High,No,10th,7.85,95,3,0
STU_223781,Owen Sharaf,zashil55@example.net,+917377221406,Male,23,67.3,1.1,0,High,No,12th,9.5,38,1,1
STU_721829,Triveni Koshy,mugdha29@example.net,+916654163453,Female,22,76.5,3.0,1,Medium,No,12th,5.08,28,3,1
STU_929860,Darika Kalita,deepa17@example.com,+918372994667,Female,19,73.3,1.7,0,Medium,No,10th,7.7,20,0,0
STU_705639,Hardik Bhandari,bhatttanmayi@example.net,+919226006286,Male,21,45.1,1.7,1,Medium,No,10th,8.77,87,2,1
STU_988493,Wahab Singhal,lgrover@example.com,+916481178386,Female,21,77.4,5.3,0,Medium,No,12th,8.88,53,4,0
STU_609937,Lavanya Dora,agastya45@example.com,+916994806261,Male,21,87.6,6.7,0,Low,No,10th,8.38,33,3,0
STU_520355,Vivaan Jhaveri,dashadvay@example.org,+917675383495,Male,19,91.6,4.9,1,High,No,10th,7.6,93,2,0
STU_483091,Chakradhar Subramanian,kibeaarna@example.com,+918245058185,Female,22,94.2,2.2,1,Low,No,10th,6.4,98,2,1
STU_546797,Gavin Kumar,chatreshrana@example.com,+916854769748,Male,19,59.6,11.0,0,Medium,Yes,10th,7.71,41,0,1
STU_226066,Darsh Dora,jbuch@example.org,+919170843038,Female,22,91.9,7.6,0,Medium,No,10th,8.62,60,0,0
STU_496542,Abdul Chaudhari,pallabalendra@example.org,+919582983334,Female,18,76.3,4.3,0,Medium,No,10th,10.0,34,0,0
STU_120841,Hema Chad,ladfalguni@example.org,+916915224572,Female,18,82.8,3.7,0,Low,No,12th,9.18,91,2,0
STU_769643,Upasna Bhatti,abrahmbhatt@example.net,+916435173731,Male,20,89.5,2.9,0,Low,No,10th,7.72,50,0,1
STU_283395,Charan Walia,panditsaanvi@example.org,+918426961637,Male,21,91.2,3.1,0,Medium,No,10th,6.86,38,1,0
STU_348672,Madhavi Bhattacharyya,wishichopra@example.net,+917308951443,Male,22,81.5,5.7,0,Medium,No,12th,6.56,80,3,0
STU_150316,Anya Karan,mandalvedika@example.net,+916669037488,Male,19,95.2,5.0,0,Low,Yes,10th,7.81,24,1,1
STU_155082,Ekansh Shanker,jsunder@example.com,+918560778074,Male,23,78.3,8.0,0,High,No,12th,5.97,47,3,1
STU_308664,Vincent Shere,jdani@example.org,+918850817517,Male,23,70.4,4.7,0,Medium,No,10th,9.5,55,1,0
STU_916617,Brijesh Nadkarni,jairaj46@example.org,+917791508798,Female,22,94.0,2.3,1,Medium,No,12th,9.9,27,4,0
STU_815498,Krishna Chawla,dyaljeet@example.net,+918567197476,Female,20,76.3,3.1,0,Low,No,10th,6.38,65,4,1
STU_997956,Karan Balasubramanian,ljohal@example.net,+918126098804,Female,18,97.3,2.9,0,Low,No,12th,7.79,87,4,0
STU_444121,Frado Kurian,xmurty@example.com,+919093875661,Male,21,85.0,2.8,0,High,No,10th,6.42,71,3,0
STU_598470,Robert Pandey,wahabsinha@example.net,+918618421407,Female,21,75.2,5.7,1,High,No,10th,8.3,85,0,0
STU_876501,Tarak Parikh,anay04@example.com,+917018677520,Male,22,91.1,2.7,0,Low,No,10th,6.58,90,3,1
STU_108559,Logan Dani,chokshioviya@example.net,+919574493386,Male,19,62.4,4.9,0,High,No,10th,7.35,33,1,0
STU_968624,Hritik Thaker,matthewpillai@example.org,+916853291576,Male,22,92.8,5.8,0,Medium,No,10th,8.63,95,0,0
STU_621170,Yasti Aggarwal,christophersha@example.com,+917368152443,Female,23,81.3,7.2,1,Medium,No,10th,9.26,34,0,1
STU_837342,Lekha Srinivas,bhaktadayamai@example.net,+918908203195,Male,20,91.3,6.2,0,Low,No,10th,5.39,22,4,1
STU_748845,Anay Chander,vihaan77@example.com,+919025395139,Female,23,66.9,6.2,0,High,Yes,12th,4.86,26,1,0
STU_954294,Yamini Gulati,champakbarad@example.org,+916126819527,Female,19,85.7,10.9,0,Medium,No,12th,4.54,53,4,0
STU_138377,Panini Setty,rajata07@example.org,+919210481231,Male,18,75.0,5.1,1,High,No,12th,7.43,45,3,1
STU_780402,Anthony Pai,sawhneyupma@example.net,+916825736755,Female,23,75.5,1.1,0,Low,No,12th,6.04,44,3,1
STU_668791,Samarth Naidu,krishabarman@example.com,+917874104468,Male,20,80.5,4.1,1,High,No,12th,8.02,41,3,1
STU_500602,David Golla,dalajamitra@example.com,+916325570647,Female,23,74.5,1.8,0,Medium,No,10th,7.82,22,3,1
STU_664341,Zayyan Sengupta,bvenkataraman@example.net,+917844882170,Female,19,91.3,3.2,0,Medium,No,12th,7.3,40,3,1
STU_861223,Dayita Nadig,dhaliwalvasudha@example.org,+919005022708,Male,22,88.9,5.5,0,Medium,Yes,12th,7.09,67,2,0
STU_148126,Chandresh Mahajan,vsawhney@example.net,+917103249086,Male,21,77.5,1.8,0,Medium,No,12th,8.84,54,3,0
STU_659202,Samarth Oza,ria48@example.net,+916526586510,Female,23,61.4,1.6,0,High,No,10th,9.78,76,1,1
STU_491120,Omkaar Manda,basaknikita@example.net,+916750265947,Male,20,89.5,7.4,1,Low,No,10th,6.39,33,0,1
STU_150225,Jagat Ray,jeevikabansal@example.net,+917251782520,Female,23,93.8,2.7,0,High,No,12th,9.59,26,2,0
STU_232542,Aadi Pant,mnadig@example.net,+919813357552,Male,18,68.9,7.4,0,Medium,No,12th,8.12,74,2,0
STU_681050,Ishita Dua,voradamini@example.net,+919203444385,Female,20,84.2,3.8,0,Low,No,12th,8.44,44,0,1
STU_874315,Ira Bera,chakrabartilopa@example.net,+919871528333,Female,20,93.0,6.3,1,High,No,10th,6.58,66,0,1
STU_592982,Sanya Nayak,balanvi@example.com,+919125500504,Male,22,75.9,1.4,0,Medium,No,12th,5.95,33,0,0
STU_295581,Girindra Chokshi,guhatarak@example.com,+917577081956,Female,18,74.0,7.6,0,Medium,No,12th,5.19,73,3,0
STU_525017,Frederick Chopra,jshan@example.net,+919987092958,Male,18,76.5,1.4,0,High,Yes,10th,5.96,41,4,1
STU_373972,Bimala Borra,royanika@example.org,+918483610125,Male,23,93.9,1.4,0,Low,No,12th,6.25,59,1,0
STU_943871,Chakradev Saini,rajagopaloeshi@example.com,+919032011326,Female,23,87.0,2.3,1,High,No,12th,8.55,28,4,0
STU_928434,Aryan Subramaniam,nisha02@example.net,+919648512795,Female,20,81.7,1.4,0,Low,No,10th,9.89,53,3,0
STU_715412,Divya Parmer,chadhaxiti@example.com,+918083974213,Male,22,86.0,5.6,1,Low,No,12th,6.68,47,2,0
STU_917992,Anusha Chanda,ubath@example.com,+918592547309,Male,22,73.9,4.2,1,Medium,No,10th,8.4,63,2,1
STU_300431,Qabil Swamy,ramandayamai@example.org,+917867894581,Male,20,74.0,3.3,2,Medium,No,12th,8.72,44,3,1
STU_466089,Ati Rajagopalan,oshanagi@example.net,+916929296999,Female,18,83.3,9.1,0,Low,No,12th,8.06,57,0,1
STU_377787,Yashoda Rastogi,vgala@example.com,+917158023956,Female,22,98.0,1.1,0,Medium,No,12th,10.0,62,0,1
STU_836529,Ranbir Krish,balananvi@example.com,+917124793447,Male,20,80.6,1.3,0,High,No,10th,10.0,48,3,0
STU_525072,Anamika Sastry,madhavi72@example.org,+917637833897,Male,21,81.0,7.4,0,Medium,No,10th,7.96,93,0,0
STU_693522,Yasti Lal,abhimanyu48@example.org,+918658330952,Male,22,87.2,2.9,1,High,No,10th,8.44,20,1,1
STU_568183,Gopal Sharaf,dalbirramesh@example.com,+917704952583,Male,23,84.2,4.8,0,High,No,12th,7.14,95,2,0
STU_555901,Christopher Narasimhan,pganesh@example.com,+916111702071,Female,18,88.3,6.1,0,Low,No,10th,7.41,29,4,1
STU_995655,Riya Prabhakar,pramesh@example.com,+918437271975,Female,23,85.0,9.8,0,Medium,No,10th,8.61,20,3,1
STU_842798,Ekapad Sastry,rajatarastogi@example.com,+918384750988,Male,21,91.1,11.6,0,High,Yes,10th,6.34,24,1,1
STU_156464,Pushti Bandi,frado35@example.org,+917277367119,Male,18,91.8,2.3,1,Low,No,12th,8.71,73,4,1
STU_938139,Abha Memon,modynisha@example.net,+916800132359,Male,22,94.8,7.1,0,Medium,No,12th,4.72,66,2,1
STU_830241,Robert Doctor,sampathluke@example.org,+919740394264,Female,23,91.1,3.3,0,Medium,No,10th,6.57,44,0,0
STU_510311,Ishaan Borde,valamadhav@example.net,+916776756643,Female,19,87.8,8.7,0,High,No,10th,6.94,36,0,0
STU_605655,Yagnesh Ahuja,osharma@example.net,+917058512334,Female,18,92.3,3.5,0,Low,Yes,10th,7.53,94,3,0
STU_730696,Faqid Kapadia,deshpandefrado@example.org,+919943112077,Female,21,84.3,5.4,1,Medium,No,10th,10.0,55,1,0
STU_868661,Advik Hayer,aishani72@example.net,+918055082922,Male,20,84.8,1.7,0,Low,No,10th,7.91,24,1,1
STU_215858,Brinda Pau,samuelvohra@example.net,+918606008907,Male,22,89.8,1.0,0,High,No,12th,5.76,44,3,1
STU_882779,Ishita Issac,mallsamarth@example.com,+918500779652,Female,19,90.6,3.8,0,Low,No,10th,9.14,85,3,0
STU_105088,Janya Nanda,doshiomya@example.net,+916845778415,Female,22,80.8,3.6,0,Low,No,12th,7.05,84,3,0
STU_149666,Jhalak Butala,diyasawhney@example.net,+916310997059,Male,19,75.3,2.9,1,High,No,10th,5.45,26,4,1
STU_229971,Jagat Pandya,gaurikamaharaj@example.org,+918350097543,Female,20,96.3,3.4,0,Low,No,10th,6.19,28,2,1
STU_425127,Qabil Kumer,netra54@example.org,+916180187485,Female,18,93.4,6.7,0,Low,Yes,10th,6.32,59,2,0
STU_346364,Nathaniel Jani,anirudhkashyap@example.com,+919394432321,Male,23,82.1,6.7,0,High,No,10th,7.44,61,1,1
STU_840501,Ridhi Mishra,watika71@example.net,+916494287752,Male,22,77.3,6.5,0,Low,No,12th,6.86,47,3,0
STU_361308,Warda Bala,riasachar@example.com,+917063425313,Male,18,79.6,7.9,0,Medium,Yes,12th,6.81,39,0,0
STU_841716,Chavvi Srinivas,dominic38@example.com,+916703195956,Male,19,88.5,4.8,0,Medium,No,12th,7.68,95,4,0
STU_828844,Pavani Swaminathan,bhavanimani@example.com,+916399218349,Male,23,88.1,7.4,2,Medium,No,10th,8.67,94,3,1
STU_390232,Orinder Buch,wallaoscar@example.com,+916473739016,Male,18,87.6,8.7,0,Medium,No,12th,7.52,52,3,1
STU_211303,Ryan Bora,ogade@example.com,+917597105680,Female,23,45.4,3.5,1,Medium,Yes,10th,8.72,50,2,1
STU_595624,Chameli Vora,nidrabalan@example.com,+917238679345,Female,23,87.8,7.3,0,Medium,No,12th,7.42,23,3,0
STU_887335,Atharv Parikh,vbhasin@example.net,+919780563793,Male,20,93.7,3.1,0,High,No,12th,6.26,42,2,0
STU_699077,Azad Sharma,yadavi83@example.com,+918848832686,Female,18,88.5,5.8,0,Medium,No,10th,7.48,64,2,0
STU_922869,Aadhya Morar,vihaansangha@example.org,+919827234701,Female,23,82.9,1.4,0,High,No,12th,6.19,45,2,1
STU_293686,Isaac Barman,yatan59@example.com,+918388981257,Female,20,80.0,0.6,1,High,Yes,12th,5.12,52,2,1
STU_344801,Ayush Dey,parmersamesh@example.com,+919870583267,Male,20,95.6,4.0,2,Low,No,12th,7.43,20,0,1
STU_374456,Zayyan Narayanan,hjaggi@example.org,+919845614839,Male,20,32.1,2.8,0,Medium,No,10th,6.84,81,0,1
STU_349202,Zayan Arora,qarinthaman@example.net,+916392956364,Male,20,64.1,2.3,0,Medium,No,10th,6.82,54,2,1
STU_709026,Hamsini Dhillon,shravya19@example.org,+916574247665,Male,19,89.1,2.2,0,Low,No,12th,4.29,90,0,0
STU_209442,Ekiya Bhandari,yuvraj60@example.org,+919620355796,Male,23,74.8,3.5,0,Medium,No,10th,7.4,68,0,0
STU_724308,Ekaraj Keer,shivanivohra@example.com,+919322914992,Male,20,78.3,6.4,0,Medium,No,10th,7.51,95,0,0
STU_594628,Shaurya Singh,wardashan@example.net,+918145863037,Male,23,88.0,1.9,1,Low,No,12th,5.81,67,2,1
STU_203838,Januja Dugar,anamikavarma@example.com,+919210340111,Male,22,97.0,3.8,0,High,No,10th,6.12,65,1,0
STU_191733,Harita Hayre,viswanathanjason@example.com,+918295795771,Male,22,85.7,5.2,1,Low,No,10th,7.65,93,0,1
STU_707971,Sai Toor,qadimmerchant@example.net,+917743837450,Female,22,78.4,4.3,1,High,Yes,12th,6.2,22,3,1
STU_456829,Ekapad Modi,ikbalagarwal@example.com,+919717340564,Female,20,89.6,6.1,0,High,No,12th,6.13,44,2,0
STU_504262,Ekaraj Tiwari,mahikarandhawa@example.net,+917446519900,Female,23,91.3,1.6,1,High,No,12th,7.47,24,4,1
STU_366642,Warjas Bawa,vrishti29@example.com,+917703642186,Female,23,78.8,3.2,1,Medium,No,10th,6.59,86,0,0
STU_892149,Charita Mani,dalajaagrawal@example.com,+916798273032,Female,19,59.3,2.5,1,High,No,12th,5.71,89,2,1
STU_418227,Dipta Atwal,jacobpadmanabhan@example.net,+917073849877,Female,18,80.2,1.1,1,Low,No,12th,7.79,27,0,1
STU_597523,Jairaj Mannan,omani@example.net,+919484994201,Female,20,91.5,6.9,0,Medium,No,10th,6.95,86,0,0
STU_987648,William Ram,amall@example.com,+919637189746,Male,22,88.8,2.5,0,Low,No,10th,9.75,51,3,0
STU_322935,Lohit Prakash,nramakrishnan@example.org,+916419645896,Female,22,92.2,2.2,0,High,Yes,12th,7.2,52,0,1
STU_867526,Lekha Naik,darikaupadhyay@example.org,+916155525051,Female,20,83.7,3.4,1,High,No,10th,7.97,95,2,0
STU_822938,Lekha Kala,wardaacharya@example.net,+916151753040,Female,22,78.0,2.2,0,Medium,Yes,10th,5.97,21,0,0
STU_816158,Madhav Sandal,rachit52@example.net,+917083045769,Male,20,68.6,0.8,0,Low,No,12th,5.96,49,1,1
STU_195768,Lajita Walla,bhavika13@example.com,+918522525935,Male,19,97.5,9.4,0,Medium,No,12th,9.71,55,3,0
STU_363632,Januja Choudhury,qmanda@example.com,+917621377239,Female,22,65.1,6.8,0,Medium,No,12th,9.69,61,2,0
STU_424761,Ansh Gour,isaac10@example.com,+918657110019,Male,22,74.7,4.0,0,Medium,No,10th,5.01,84,0,0
STU_181102,Gayathri Kapadia,amemon@example.com,+918497244612,Female,23,95.0,4.1,0,Medium,No,12th,9.26,93,1,0
STU_703679,Mitesh Mallick,issacdakshesh@example.org,+916172721545,Male,23,89.5,4.3,0,Medium,No,10th,9.51,98,4,0
STU_814049,Gagan Sane,shroffwatika@example.net,+917338341598,Male,21,92.7,2.9,1,High,No,12th,6.74,42,3,0
STU_914407,Yashasvi Sekhon,owalia@example.com,+916359730059,Male,22,75.2,2.2,0,High,Yes,10th,7.93,73,4,0
STU_103640,Leela Parmer,nsaxena@example.net,+916859933880,Male,19,85.5,4.1,0,High,No,10th,8.54,23,3,1
STU_648488,Lohit Vora,rajeshrigaba@example.net,+919937443211,Male,22,93.8,1.1,0,Medium,No,12th,6.74,95,1,0
STU_675816,Nirja Kala,jharadhika@example.org,+918787243611,Male,21,79.6,1.8,1,Medium,No,12th,6.42,73,0,1
STU_930303,Gaurav Bajwa,aggarwaltanmayi@example.net,+917935797764,Male,21,89.3,4.2,0,High,No,10th,4.03,58,4,1
STU_157563,Prisha Panchal,vyanjanagandhi@example.org,+916058244552,Female,20,81.1,7.7,0,Medium,No,12th,10.0,83,0,1
STU_351149,Veda Pradhan,yatin38@example.com,+919258564911,Female,23,93.0,6.6,1,Medium,No,10th,6.73,94,2,0
STU_536157,Vyanjana Taneja,vnaidu@example.com,+919220751583,Male,21,78.1,9.3,0,Low,No,12th,6.04,57,3,0
STU_806101,Bakhshi Kar,ramakrishnankeya@example.net,+916349251744,Female,22,96.9,1.4,0,Low,No,10th,7.78,45,1,1
STU_882664,Zashil Chaudhari,kmorar@example.org,+916979799255,Male,20,89.1,5.8,0,Medium,No,10th,8.47,28,3,0
STU_126608,Lopa Atwal,chameliahluwalia@example.com,+918673450025,Female,19,83.1,1.3,0,Medium,No,12th,9.22,31,0,1
STU_408846,Onkar Kara,yug19@example.net,+916430384067,Female,18,67.2,5.6,0,High,No,10th,6.53,22,0,1
STU_851688,Guneet Swaminathan,badamiturvi@example.com,+916134470784,Female,20,92.3,3.1,0,Low,No,10th,6.33,56,0,1
STU_436024,Jeet Pal,mgulati@example.com,+917876469048,Male,21,63.2,3.3,0,High,No,10th,9.25,85,2,0
STU_443189,Jonathan Upadhyay,urvi29@example.org,+916172723304,Male,22,93.6,2.4,0,Medium,Yes,10th,7.46,41,4,0
STU_193479,Abhiram Morar,gopalthakkar@example.net,+919989017875,Female,19,77.2,8.6,0,Medium,No,10th,7.64,67,1,1
STU_247577,Jagat Mahal,jack30@example.net,+916392905199,Male,20,82.9,9.1,0,Medium,Yes,12th,6.92,85,0,0
STU_946968,Gopal Amble,dalajavenkatesh@example.org,+919530082570,Male,23,79.9,1.3,0,Low,Yes,10th,4.0,25,0,0
STU_981897,Ridhi Datta,ybrar@example.org,+917341187404,Male,22,87.3,1.6,0,High,No,10th,6.59,72,3,0
STU_847816,Tanish Sridhar,fmutti@example.org,+917673156204,Male,21,70.4,2.4,2,Medium,No,12th,7.02,41,2,1
STU_867807,Abha Peri,uarya@example.com,+916956530109,Male,18,81.5,2.4,1,High,No,10th,6.47,80,1,0
